,region,townsize,gender,age,agecat,ed,edcat,jobcat,union,employ,empcat,retire,income,lninc,inccat,debtinc,creddebt,lncreddebt,othdebt,lnothdebt,default,jobsat,marital,spoused,spousedcat,reside,pets,pets_cats,pets_dogs,pets_birds,pets_reptiles,pets_small,pets_saltfish,pets_freshfish,homeown,hometype,address,addresscat,cars,carown,cartype,carvalue,carcatvalue,carbought,carbuy,commute,commutecat,commutetime,commutecar,commutemotorcycle,commutecarpool,commutebus,commuterail,commutepublic,commutebike,commutewalk,commutenonmotor,telecommute,reason,polview,polparty,polcontrib,vote,card,cardtype,cardbenefit,cardfee,cardtenure,cardtenurecat,card2,card2type,card2benefit,card2fee,card2tenure,card2tenurecat,active,bfast,tenure,churn,longmon,lnlongmon,longten,lnlongten,tollfree,tollmon,lntollmon,tollten,lntollten,equip,equipmon,lnequipmon,equipten,lnequipten,callcard,cardmon,lncardmon,cardten,lncardten,wireless,wiremon,lnwiremon,wireten,lnwireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,owntv,hourstv,ownvcr,owndvd,owncd,ownpda,ownpc,ownipod,owngame,ownfax,news,response_01,response_02,response_03,Total_Spend,log_Total_Spend
pets_saltfish,0.02200430698332172,0.02092992145183683,0.003987637470704162,-0.0032642047076485263,-0.002900025900105436,-0.00543331642838303,-0.004666509852692245,-0.0016807811154914585,-0.01618037234994665,-0.00625080798625249,-0.0028734438089089436,0.008918541126482082,-0.011377029740317736,-0.01134938059622998,-0.010388607841462496,0.017582236196683344,0.00654919519764475,-0.0015045601041897767,0.003894496928382948,0.0076072632005839665,0.03044273432597888,-0.011017553840101507,0.014751273765225862,0.005710910225927063,0.0032927184785937046,0.020329152947698426,0.1161004341050699,-0.0016391145230165367,0.002200011128443112,-0.004073048884115399,-0.0022652531609093133,0.0007562440026240186,1.0,0.00020979736941555875,-0.0022580079227896145,0.002895196969650901,0.008102063354261066,0.008850539840921825,-0.007650705769104118,0.0007589922075691139,0.011916940849910927,-0.004708852376927618,0.0035219526144764043,0.017244797853120098,0.01627586551710744,-0.005753571910191871,-0.007562044565062105,0.009679133261748834,0.0046374124297804496,-0.005003003409540089,0.0027545913090507913,-0.013340423647818914,0.004204699488160867,-0.005772048970115044,-0.011422582543548157,0.0012351062619247407,0.0056898415705514465,-0.01522192733757612,-0.008342164116318012,0.01922148396510282,0.007651267600895572,-0.0020994482789890604,0.0161381428167732,0.008276885051640873,-0.014726460293414519,0.020330698101835503,-0.01080253439121692,-0.0066648737982162925,-0.0009770911382569049,-0.006094264332521929,0.010084651247582009,0.009939688905407858,0.006950480839051185,-0.0037121364015198473,-0.006683012142885067,0.004471847587637105,0.007324505714926784,-0.01089638041047235,0.01837421592185411,-0.005492588344782205,-0.014846338191809192,-0.0027767472917053795,-0.014201469006287926,0.006212349075344951,0.00568876701512378,0.0051997937266907365,-0.0011820049278146029,-0.006755097780336558,-0.009064009571949496,-0.00403956789751603,0.01278822630913649,-0.0063308718667813265,-0.0008852824113363685,0.00014662222508313448,0.01647513771716628,0.013202304382138333,0.007240604586116144,-0.0004806914102337708,0.007789522820538315,0.00955971284114291,0.003860562328805109,0.001672521575145645,-0.012757033345476758,-0.00036052196199910964,-0.00464066351364142,-0.007825824772306892,0.016724124171603502,-0.005145245637749925,0.005477882304993918,0.005132490490586033,-0.0019335368104780228,-0.008778466885817557,-0.0005820892261570185,0.010270622564157957,-0.008438567311511278,-0.0211441674788216,-0.001546103215513616,0.0030589390093336754,0.006903229259553193,-0.00028523406441563747,-0.0031518182203420257,-0.010451039500419231,0.0030453279919483633,0.01911002808702189,0.0037767358658760968,0.007553160248486701,-0.008539776599695023,0.0035644840207715773
pets_freshfish,-0.021204821244494187,-0.006999275749618273,0.02427989343629245,0.02350034471136185,0.021391729344337602,0.020687961368145127,0.018084931996149762,0.01859939471582526,0.0349764940386728,0.028055901819859442,0.028894758200050243,0.026401060695765647,0.005421256970860075,-0.000391847768004754,-0.002596052163547845,-0.005829190714271471,-0.012296483607986611,-0.01122013806489362,0.00774024593252428,-0.001075798416681763,0.01487206185560929,0.018151659599658403,0.00021728988101407234,0.00391011989462846,0.005344247637065045,-0.009722764406852989,0.8985816551561652,0.0016104002664340858,-0.02008759649196398,-0.02146122632103599,0.00852244919988834,0.019518246591740434,0.00020979736941555875,1.0,0.008888465649864471,-0.010079028078162331,0.020089003089329233,0.02243122101781489,7.109728525563156e-05,0.019629104911138437,0.003846828007243926,0.016350258639949183,0.021644216967237704,0.011759825695134764,-0.01797215735092747,-0.01068327366893202,-0.00880467607285738,-0.0003396153031188316,0.025844437157497457,0.0019022702661963527,-0.00585763461268017,-0.017285554382860602,0.004704415698431112,0.0026506004450811086,-0.003224414151830386,-0.0013543142323544984,-0.020193076074993054,0.014403930188210227,0.00481620505964206,-0.012694359480190763,-0.0118138709993178,0.0023102324034170217,-0.005827942083594451,-0.024899253788382196,-0.004555993924043125,0.003708895471236213,-0.014509084286730872,0.031119824991015895,0.03334740574937916,0.004142173869855049,-0.015392981028887951,-0.016828751863776695,-0.006660418950556585,0.03219300910707103,0.03227296004310751,-0.006624993198244279,0.019284375604653115,0.02880618163292187,-0.0057446015632783565,0.02247260044022568,0.023085584129355297,0.024795577762929847,0.027830410443510385,-0.013893933052764961,0.008550608787748593,0.044089810658235536,0.02203018949507865,0.04262681326855418,0.022901273779405772,0.02198746822126819,-0.00048805513169295633,0.019648275875862778,-0.0035874468779396127,0.020722027788980975,0.010817432745247615,-0.002038814388703704,0.01489412944292774,0.015467095086006147,-0.002228301257122745,0.01106150231890864,0.032845555389977556,0.01421853762355801,0.021328183527325267,0.04678570539906712,0.009373011575289473,0.011254530353494746,0.011513847250171594,-0.0032352768372337507,-0.017085055784024125,-0.002512569765749087,-0.005967193710237298,-0.010116277078408904,-0.003594552390640112,0.018531865454944486,-0.009901748760572702,0.021991093313509215,0.00039343476963973987,-0.0011483136872072147,-0.0019584842953643718,0.012128012301005622,0.011388407036535153,0.011311836451702228,0.02793646890047836,0.012171124618577696,0.02536970344952174,0.006034047560281363,-0.005823716335914322,-0.006441656608629717
homeown,0.04561954931952444,0.024132851331609244,0.006350971910098897,-0.018264093420188574,-0.01479273272143235,0.05107692425503879,0.05453523999940147,0.028167310137192113,0.0023380329239252855,0.020260715225671914,0.021710210644870193,-0.09416155391706563,0.14387269583717097,0.1555268676359522,0.14459989696027598,-0.0013238568466138988,0.0877094356477504,0.08556376172708469,0.10344188043252658,0.10600935442096637,-0.027638073403535465,0.006815425325836397,0.1304204151674373,0.12682737295903052,0.11851601203511745,0.12036806325744133,0.009655103818579949,0.021766206107215157,-0.019231759216515782,-0.00777878208045548,0.02212354417538199,-0.00395546040370067,-0.0022580079227896145,0.008888465649864471,1.0,-0.048120869544730806,0.13578450107532947,0.1335932801634629,0.005209243498994633,0.020790665802074518,0.013806560207594597,0.1292037424273718,0.07974005689746617,-0.0106812008957346,-0.0029559625680751467,0.018563937616676067,0.018337143558740065,0.006937614352158179,-0.007533290743595856,0.006845161370658008,-0.012685080186912704,0.037876365869102334,0.007942482734468901,-0.006089238469023382,0.00445363207274809,-0.005282123921252097,0.009107575637016418,-0.018893411394840662,-0.01026716360315324,0.019137345611733608,-0.009078252477577332,-0.011161138121338239,0.011053487763702977,0.004438857059572835,-0.016307394616014884,-0.01566656400256022,-0.023752815922634164,0.08154186689523973,0.07545882217014202,-0.011934448193707882,-0.016917635659936297,-0.005943399218151502,0.0017990089339553514,0.0885814035720799,0.07994300455360111,0.00998933052856486,0.018238748265869454,0.08362916701283399,-0.015308805246989876,0.07229308456967694,0.08039479487534829,0.07355050438620733,0.08200829508013772,0.06452856325450378,0.07918075615691116,0.04944164091678615,0.0906702828422501,0.04512384108842843,0.03159740323630748,0.045128385196662735,0.04497111267074995,0.051427493010844504,0.02387078233217013,0.06926661466102972,0.047981046786572286,0.0026665250244128354,0.05938007287530755,0.023321505678212777,0.06428785655714153,0.07671468131965052,0.04803409714663247,0.07772678067729495,0.02701211577453477,0.06339658300606,0.05691661452160273,0.048383182756251676,0.022765223207049302,0.04650082650810573,0.05895138222201044,0.06057110975013818,0.060737393191921014,0.016171697318635554,0.059320950277834954,0.008128469709321651,0.09041984458199985,0.07516028068725508,0.07699488501465687,0.059167250925855785,0.03689744127391695,0.03604473261687652,0.02764232282938037,0.06607882404808645,0.05745100276763846,0.023682118960993453,0.02019684886885378,0.013669576519264386,0.07180731118845697,0.06982297204440174
hometype,0.017051802071953694,-0.003216738769957752,0.0032001248082401037,-0.022518754158597776,-0.02718732924099975,0.018660166018272188,0.021945332660589557,-0.022920499132203634,-0.0073120208727848884,-0.042647707709750966,-0.039946024447596554,0.051154987417795644,-0.09463861699674192,-0.09277981755764322,-0.089934734728041,0.025248658144059594,-0.0462610472663925,-0.03656513182038891,-0.05406280140836792,-0.044568279728190885,0.013042648839923478,-0.020749969095553756,0.008698323667651995,0.01095585369209295,0.008648712957117544,0.015520118043408731,-0.013822349054436339,-0.014341593264988928,-0.007727684663740676,0.015765008697096856,-0.002913833268384833,-0.0027531206508311875,0.002895196969650901,-0.010079028078162331,-0.048120869544730806,1.0,-0.02957251876719935,-0.03371319875716401,-0.015236275125088286,-0.013400602235876588,-0.019234368275911823,-0.07367026448258221,-0.036837841066111605,-0.006474398495617269,0.010951441101680458,0.00310268028855935,0.0038245409771090265,0.01267399982204034,-0.006368614869921699,-0.0037777999554691587,0.02594728507422597,-0.009098366631188272,0.013253354462968537,0.02159837464575962,0.0146715661059303,-0.006707220193956117,0.012989809767697145,-0.0016998861787892257,0.009659566163257846,0.0009011530616628734,0.0032170589608282382,-0.007874976845470788,-0.009752371727514504,0.010510929124133562,-0.013069626158939793,0.018957958304615014,-0.022605126436291156,-0.02742635030810406,-0.018441023844416992,-0.022788468462964433,-0.013082201345413564,-0.011277400602590677,-0.011004522467464079,-0.0315750441955513,-0.02036886491394355,0.009509726756380076,-0.024170082244170017,-0.020523594636695622,-0.003377663886016767,-0.024001478267275275,-0.015368336999241972,-0.027142826853868814,-0.020340690669133205,-0.020404351121193296,-0.029499349293902213,-0.0241670777183395,-0.03466380843102967,-0.028989961830957645,0.013906528060810204,0.011390612883961227,-0.001593273218191421,0.010784815523795614,0.0005567383037889098,-0.003557390740474974,-0.02768660612581987,-0.030886249512987147,-0.027398704801881283,-0.0253762017391099,-0.004653003541008879,-0.00743262351472711,-0.009772602680122509,-0.008181984940473088,-0.003214389176444611,-0.026027833578534314,-0.022095888915118243,-0.021494262756076788,0.0030240023186427277,-0.02403801745970579,-0.02840136636190059,-0.013873192676018503,-0.022632371065924528,0.010232626323231766,-0.020893754010045625,-0.048289225218027636,-0.035651837683377464,-0.02018910702628457,-0.03998869351237788,-0.009153895042819934,-0.011309704312763982,-0.0003798024593058119,-0.0010191015282384982,-0.01610537631143885,0.0052165250797147475,0.005355017025058437,-0.008340661465401926,0.012760591109243756,-0.014871160586563759,-0.016063627792303425
address,-0.004960376172077176,-0.04197978338520645,-0.013454274553584528,0.824189032429262,0.8015578452245317,-0.055953795685678646,-0.04393776416125721,0.04801407877763756,0.0020885164455124376,0.6094030249031256,0.6390368872295594,0.41317325391453064,0.26061237641263224,0.2109492449991836,0.2638868092126029,0.02886743277486081,0.16969824952872792,0.13654809927637937,0.18831625664736132,0.1685057976227146,-0.3571724112062261,0.35743913228628416,0.05785869280634566,0.049818893618031476,0.04634710578097851,-0.2429828960087618,0.02765649918925206,0.019472670609130348,0.01078808806523251,-0.003980053615307114,0.010259365532990177,0.012545503567236427,0.008102063354261066,0.020089003089329233,0.13578450107532947,-0.02957251876719935,1.0,0.9271686386443061,0.006736423871142372,-0.044013691327663404,0.015982418770700654,0.22200152762853148,0.16908064509169685,0.008361852280654758,0.01783445951481027,-0.004778976527899719,-0.004486801086569002,-0.028604314939358406,0.0036605229890049767,-0.008199054827753386,0.030748341632470123,0.005571010164767303,0.012861645129538059,0.0009537965775045733,-0.009399311937164359,-0.009067641254214305,-0.010472458020240109,0.008891096410526406,-0.025224730612502695,0.03286745348012213,-0.023430173662128215,0.01676640322236382,0.0031581613869646314,0.015644097201670044,-0.008650607289047452,0.001417708353603758,-0.005711841545901401,0.7521864307868387,0.6490112498900644,-0.019374806273827018,0.026860691968357664,-0.01064674963976891,-0.0064191806083038925,0.7186888134427137,0.6580961507111636,-0.2018461902637776,0.10719657235141002,0.6430269590741006,-0.2635008695199952,0.5382623331733628,0.5684178285445415,0.5724396679400398,0.5955908850923103,0.006080474303661383,0.1316796641287462,0.2602922710082616,0.2997726527760285,0.373828900845126,-0.11599686574098327,-0.07212882935151689,0.11776783774999947,0.12332335940898617,0.29314421629386944,0.30628368878220663,0.3278176935621327,0.17239382069318204,0.5134347409142109,0.42150481868644735,-0.048699695210532946,0.015700986635618433,0.15186109782592655,0.15533714037317456,0.26426324021253866,0.2812338438032738,-0.05227747004456719,-0.05188237918023346,-0.10409160457356284,-0.00936583612231931,0.001415358787993152,0.004249589272850825,0.009094346533911833,-0.09978819260948474,-0.013821847762232917,-0.0008894765158772902,0.14578115121053387,0.14439583502156292,0.11167820000105562,-0.04773809837996819,-0.10423596561506482,-0.17622974188732965,-0.18245511095378794,-0.03393807803169071,0.3948211958714212,0.0198524953462394,0.011721475172696656,-0.025512334815125055,0.07209668544913106,0.047610691822201415
addresscat,-0.0008424961235387485,-0.043249655957244414,-0.006029911678893558,0.8270640824505651,0.8290987796032492,-0.03295477857353488,-0.02050078432609925,0.04135012368802791,0.0018476000891966059,0.5986114591649493,0.6641108105365148,0.3525590986278967,0.3127225190603394,0.2942970857292918,0.3410765169087555,0.03806093891544565,0.2034361844385416,0.18418969389592366,0.23324756931223647,0.23062072709637296,-0.3762417907324817,0.4007349140890656,0.052146038576255424,0.0501697274039276,0.05097921248460526,-0.24990254117281557,0.03138773109576259,0.017146524146720903,0.014531445888134098,-0.003983521327135525,0.014969503257890841,0.01668283680577634,0.008850539840921825,0.02243122101781489,0.1335932801634629,-0.03371319875716401,0.9271686386443061,1.0,0.013839182231939114,-0.02645056220630407,0.0226629821926256,0.27632925004919134,0.2123902370731288,0.009066075639112412,0.016103139735628023,-0.00888407079307973,-0.006960485990926127,-0.04207411477850615,0.010892773537818827,-0.00925663701086872,0.021578149233558927,0.0048876811171171255,0.013425964089905025,0.0016795225646583664,-0.003144015156712736,-0.0052871453420108355,-0.00932073136205667,-0.004142077679772758,-0.021750863296392496,0.0435396432777922,-0.02330518100193834,0.01876825103506667,0.022295695542265983,0.013261493395022849,-0.003457794399351696,-0.0009343199559549045,-0.004300082811834905,0.7309494373464616,0.7012361874936883,-0.023657621315989124,0.023835362030215815,-0.023905259454262032,-0.0060570475397872785,0.7036132758844236,0.688805477927861,-0.2131714056844895,0.12245943081813862,0.6306385494016866,-0.2590385705206411,0.4737375246675561,0.5362621753788717,0.5039688332869852,0.591476526985965,0.01613736637622168,0.13193880157156893,0.24677834272562263,0.29098156275860726,0.38019554534434774,-0.10629712271344992,-0.060849405161653124,0.12453539298413609,0.13199571381101283,0.30815335434955093,0.29206825484962284,0.2975275030232497,0.14665348414774432,0.4710699180077244,0.4164197513066166,-0.036766669926851146,0.02456665617542809,0.1491656939314678,0.15977672258360556,0.27477574498406127,0.27124713337091516,-0.04750834727297683,-0.03893581649349083,-0.09164480882046198,-0.004937529828372906,0.014426439322972443,0.013158023612590209,0.02030068340725431,-0.0881143443381857,-0.0022037410196087083,0.009467920744591947,0.19012374687788888,0.18418947248383624,0.14367827326748342,-0.03492339304559209,-0.09921272026265382,-0.16583211507543918,-0.16954564861080196,-0.021420938733928776,0.38130097794265144,0.019875255735129497,0.02275660936453206,-0.01974376353375694,0.09703523343310913,0.07448920169570682
cars,0.01628049201654459,0.00350868477191262,0.014402503733709066,-0.008368060219532097,-0.004283337962541774,0.0029389876249384535,-0.0026388195614105575,0.018519084720964668,0.003242800245340441,-0.00016614966855618392,0.00933742199119353,-0.037457194904948504,0.04480679874015514,0.05188061988677794,0.05767516554227635,0.02015442686627535,0.03811398173853524,0.028836428200763032,0.05494938659068842,0.051078685894131455,0.027517448655083526,0.015408565242264466,-0.006594420468004176,-0.007817910469806618,-0.009579659282502713,-0.023999874866453493,-0.008116420552243521,-0.008601136991631066,-0.006990780315280979,0.019790712495868588,-0.03040734974620697,-0.013909796006976638,-0.007650705769104118,7.109728525563156e-05,0.005209243498994633,-0.015236275125088286,0.006736423871142372,0.013839182231939114,1.0,0.47534629640839193,0.37955325873538714,0.24272996816178305,0.42491435585618437,0.3860624498841426,-0.0036334213577204986,-0.5794640732850518,-0.6126660775827509,0.008903507520565788,0.6518766219765142,-0.006838954772096608,-0.039651347758809075,-0.062175669035828544,-0.033577943461118316,-0.03509520422872569,0.016535110533518967,-0.07826998279185418,-0.010033263588560031,-0.05049089744883226,-0.004235360136861656,-0.033632737246434244,0.017670590377266038,0.006839332195845687,0.022685250288073264,0.03296966746964846,0.005588356956473688,0.015223783643828686,-0.017730020285642304,0.001098060326931247,-0.007636628353733317,-0.0035569114135362134,0.01718900886820833,-0.006720363588487017,-0.017563733409825397,0.010706207763537,0.002877143994381935,-0.002567928966115258,0.005876720875267245,0.0020751622525843256,0.04093941519779767,0.003101737629306729,-0.003702912515109411,0.006518507829753076,-0.006149745287419548,0.010672398743765738,0.005294313040153873,-0.010181397866558648,0.01029201213934388,-0.008308267263571333,0.005064880089639183,-0.0026569361157278157,-0.022381083116756136,-0.009824133971491506,-0.024822596170404398,0.007204035502150157,0.014236291635672298,0.01774772331511951,0.014349094852556062,0.002972954092344425,-0.008518913084018798,-0.017889829212168414,-0.027043960667461127,-0.012438248716369896,-0.01830705046254636,0.00012363024288174023,0.000901194246031253,-0.00014971434456823526,0.0023040193889213175,-0.004068659037605847,-0.013766318718464683,0.002276663300504147,0.019766287199668178,-0.002073021009335322,0.015322047459096249,0.008561669028058067,-0.005076682024263124,-0.0059692027630982684,0.0023855359842716102,0.006064430313569118,0.0020066995744784768,-0.004546185640456691,0.017006204569543205,-0.007675254117934682,0.0057077290763439,-0.004087060876928663,0.022566221780226638,-0.0032819746992314575,0.007112961811591782,0.014108502067278041
carown,0.01665234730248471,0.015320920588505956,0.009135270484579669,-0.08156288852196932,-0.07091004241184547,0.038881555239814757,0.033752174466204425,0.001892997523134689,-0.001618485052464208,-0.03906692970844894,-0.018673961947748556,-0.17251661680012265,0.15605473206216203,0.2042687219124634,0.17838357391664705,0.009333198940040215,0.10116884420159693,0.11059459955921945,0.12548534857699203,0.1404209658618925,0.067734398830088,0.007043799429721198,0.0036670787492374193,0.004914932992564632,0.0021094734588372396,0.016646989324702106,0.018704727336799024,0.006791638355069692,-0.005923018473575992,0.004660267527274471,-0.00821346832851849,0.010316918578024446,0.0007589922075691139,0.019629104911138437,0.020790665802074518,-0.013400602235876588,-0.044013691327663404,-0.02645056220630407,0.47534629640839193,1.0,0.5871724951074216,0.4627566761376544,0.713616754302293,0.5707887387161784,0.004624971982541493,-0.27642623044800957,-0.28985691491403476,0.01952045471734723,0.38888866505395986,0.0019746383433793795,-0.024482879079180557,-0.02863501994052456,0.01050968051782312,-0.013461487491305638,0.016953197463220465,-0.03821400288838128,-0.010795718726942497,-0.021040358193494806,-0.001738138713151176,-0.008399061675739136,0.023170963641248196,0.01322536210867595,0.04814975130978477,0.032109995892841275,0.002471784953053289,0.039068659891103155,0.004136798186904613,-0.03829663007323174,-0.03125300873524926,-0.007679146515656462,0.00037446493280002095,-0.024478905156069566,-0.016717094401293795,-0.03348371104492383,-0.03213428399399939,0.016248158672133518,0.015859478530647463,-0.033114736329731546,0.035109757454702996,-0.021938439167189547,-0.027564801235372034,-0.023853248709884194,-0.02716404381657213,0.02247574424314691,0.022957173544184504,0.004629182103914365,0.01223507896559469,-0.005721988802963569,0.01743327829506116,0.016971325076186195,0.00108429097126877,0.005954539215853437,-0.009116755188190283,-0.00464282457970043,0.004162025958306188,0.012698692474828204,-0.017145697064744232,-0.006011416659705171,0.03579501873753864,0.03052105018281232,-0.004903483584448055,0.02541756279656687,-0.002236246462418633,0.004705490004990624,0.025440311759815034,0.04395380676983946,0.01262046837211058,0.025095973093464476,0.021304842387329985,0.035281855144600305,0.03427338172657138,0.0077166935355204025,0.06265496220633686,0.01900378762912639,0.058967606776559434,0.056620751964586165,0.07747569689690507,0.014017827169749073,0.016226742286958057,0.019689607134740723,0.05095799491633844,0.025177867856271588,-0.0040548821047005,0.01091844749679981,0.028836456805730916,0.009020447500100327,0.060266635307015454,0.07420726239897799
cartype,0.008766252826654634,-0.009613930977080923,0.013085756026875886,0.010314755506231453,0.012551431970908638,0.013684421102720357,0.011866395539019062,0.010942308068279435,-0.002496166754927129,0.002151351074888806,0.012012716700278685,-0.006685615034245426,0.055518224564588964,0.050723033560031265,0.05425559611452609,0.017395183492671835,0.029204463975239115,0.02852223082998511,0.059346958006674486,0.044098629093896204,0.024219739010025117,0.014587633511873676,0.00524537903754319,0.008642305921883154,0.006905144579555768,-0.01732606533794675,0.0017797068425925136,0.006347161196993651,-0.004893695838691163,0.020432637057312714,-0.021285821861041356,-0.02650541895586762,0.011916940849910927,0.003846828007243926,0.013806560207594597,-0.019234368275911823,0.015982418770700654,0.0226629821926256,0.37955325873538714,0.5871724951074216,1.0,0.30654832721453146,0.5337165208661265,0.47083895896935474,-0.01569813859137087,-0.22510763055351382,-0.23028588775955097,-0.006326626869712863,0.31616781817443307,-0.004420756571897737,-0.009125587951882582,-0.018700781670318013,-0.0020893175697508344,-0.025073579858839803,0.01388519072738334,-0.045927658902945166,-0.021457060010239764,-0.03470816345915297,-0.021509441599614838,-0.019103707985769207,0.02109340354852038,0.008062514844806794,0.018160514811479855,0.02987403684414816,0.010834034049202645,0.02625300002752653,0.001357363869854565,0.014652624773281008,0.009615749770814946,0.010677003968953786,0.015553711013618458,-0.0013591915738796893,-0.005349352671121564,0.007808183315270416,0.0019728427100070257,-0.008033809536337078,0.016014403914781435,0.0026409403972216298,0.016767043436011684,0.004368288970878578,0.0017544764314589656,0.004989171766156713,0.0027881543879913354,0.0002726972653944795,-0.0005000029436652966,-0.0032419254974342315,0.0007470448409183974,0.0040317519621771375,0.002049884480229371,9.344383526137282e-06,-0.0053056276891620775,-0.006032707875463598,-0.0013630674103183194,0.01147558305687578,0.01835653204497714,0.01405189189775233,0.010616506234427505,0.0033874655335955997,0.0027233950735658483,-0.0012639176426809556,-0.008345760871511542,-0.006791889341191183,-0.005695204327056081,0.003955498786937175,-0.007920974705456702,0.008047136945573193,-0.0021422471567209785,0.009302073192347634,-0.0027046200302704975,0.0146541807315672,0.013102035382706144,0.0037086854009776545,-0.00659502080618606,0.0008321500020363908,-0.006533936702703972,-0.022377038799652353,0.010443331248441497,0.00036848105824142686,0.0014118333976128835,0.0013859025066260305,0.02325045950943936,0.01012923273986057,0.004058896746775644,0.0025417606063078343,0.0071924856381032605,0.0006380118767426551,-0.00033816974382042255,0.0034559314001565505
carvalue,0.04019698916623824,0.001887172329007478,-0.00735719728302906,0.1757596942480202,0.20056210303831695,0.15766367871127987,0.15720685295695952,0.09482314347182215,0.004754314895138027,0.29167430890740415,0.33306670734991206,-0.24181104468762782,0.8368401796799438,0.8019384990566097,0.8074196893210689,0.014134290533983329,0.5203464738760357,0.46511059294786616,0.6001019373552431,0.5377468343555644,-0.01473685100509745,0.24121407894349278,0.006829805520746802,0.031112125556737175,0.04175470248308812,-0.0696346643613884,0.020097193553272,0.002945046203803824,0.01751754295921683,0.010439549864635132,-0.008771502813653551,-0.0005709584729881441,-0.004708852376927618,0.016350258639949183,0.1292037424273718,-0.07367026448258221,0.22200152762853148,0.27632925004919134,0.24272996816178305,0.4627566761376544,0.30654832721453146,1.0,0.8389637580705194,0.3094878533805347,0.0006541318734647118,-0.1349930301050039,-0.1444188088911355,-0.017632288968613737,0.20480875698871168,0.0008629669392883458,-0.0048602485774213045,-0.015825777658562933,-0.0009108748080946523,-0.0021608760330809407,-0.00908565282375878,-0.02249348874884562,0.009068831545039239,-0.009157953625985288,-0.005054999550386898,0.06049479444419683,0.01671871931667559,0.0379413047387888,0.1138628987933588,0.028950880536429188,-0.005905780043557745,-0.008516125421712003,0.0003546789477978012,0.23504899672213095,0.2460759856112222,-0.05673309132383414,0.00084949935650156,-0.01841152476215674,-0.0015525463074689313,0.23548631019840602,0.23732903952895174,-0.059735466068136,0.07987107306089446,0.20218638727760405,-0.03430646505398219,0.16019703080532596,0.18139061684718966,0.1642190284065627,0.19822088522927045,0.12450871244176709,0.18908407572412733,0.16541956724600268,0.2238089632324801,0.15898481891015293,0.05603749567134143,0.089403842287023,0.11083918537068947,0.12825234560711785,0.10811466484585791,0.1387483785339229,0.14254809594789158,0.06967401049776344,0.1656491003599579,0.12495508918425713,0.12899834919762498,0.16364019481985176,0.11588872766561394,0.19063633412507316,0.1086241343766014,0.13428611790235284,0.0958981230564761,0.1196208337079376,0.05533455000810336,0.11391361000715719,0.13797835531961825,0.12804528937574983,0.14001252638666395,0.03647890074466777,0.11079287847995942,0.046704504799847696,0.21170775036963302,0.21232992319445926,0.19559675152111272,0.10575720586714268,0.04459510460189761,0.024885261109415677,0.04096949468327709,0.11067738356605901,0.1266073142565656,0.006869868071091197,0.06429713109497728,0.03711995042703368,0.31936745202990247,0.3067840591243859
carcatvalue,0.03100436386612797,0.0008606287148778633,-0.0024082281013588784,0.14100304034317684,0.16058460198932117,0.10494732119559327,0.10528601440800497,0.05517308696290749,-0.0058794487154299555,0.19753677511460807,0.24596616199944604,-0.15925770781417792,0.5372835831836084,0.5643541646072465,0.575542402161827,0.0160500030931916,0.3402789679463558,0.32314617019382946,0.39785462090221485,0.37843043977447066,-0.011787960472783944,0.17940060119341122,0.008534572463653115,0.024626241098681945,0.029728505389481307,-0.058443255694707465,0.02750303115967818,0.01173961413946817,0.012420859861944135,0.018242931940523874,-0.009035448523223246,-0.0023552471943068883,0.0035219526144764043,0.021644216967237704,0.07974005689746617,-0.036837841066111605,0.16908064509169685,0.2123902370731288,0.42491435585618437,0.713616754302293,0.5337165208661265,0.8389637580705194,1.0,0.5265541025032239,0.006213550823215591,-0.23935580257809178,-0.2524831790986115,-0.00791983779154771,0.3542195698681791,-0.005341647191393358,-0.013802130437075961,-0.02353571705909753,-0.0006822951850331744,-0.005505876775450171,0.0009787451037990295,-0.043081082566522926,0.003388226958984463,-0.01137978369854938,-0.010506031075022062,0.019538993147668694,0.01958017331258502,0.029448777297194122,0.08605525106562426,0.028642612809318117,-0.006968262016032099,0.009969587395591027,0.005877351386861808,0.16898247910183192,0.17943469563960326,-0.023767596919444918,0.014432631740024363,-0.02015102973455664,-0.007340236402971457,0.16863452298199075,0.16975885544905797,-0.046464703196406824,0.06331688136129635,0.1417007182970803,-0.0050964300097400715,0.10950015502611307,0.12338892273736947,0.11323556930753263,0.13613213227128612,0.06889779263068514,0.11066974018119415,0.10222062268491808,0.13552678247123806,0.10269669272294694,0.03569545745291492,0.0570153374405235,0.07106274989398179,0.08353712435186023,0.07300383973069206,0.0991123791226655,0.10743826890812783,0.05488513888902186,0.11847915799088259,0.08964740268031987,0.0837196491531968,0.10270140487377542,0.06485447196139123,0.12004793760715014,0.06682089186746108,0.0955077812646737,0.056377013910578776,0.07916788404312443,0.030427775663411493,0.07104109020849303,0.08716148215779343,0.08599681775998982,0.09566677194146679,0.020292795108813086,0.06882775099909107,0.027682334639424287,0.1412893575510841,0.13643543519311266,0.1336104731149215,0.06215461297585343,0.026838600902239048,0.0048128023449730386,0.037252489771646774,0.06993879885538354,0.09368520448414654,0.0034958371017539186,0.05024057973761763,0.02635879949465372,0.2116291216979915,0.20670242269162228
